Soil_Type,Soil_pH,Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Yield
Loamy,6.76,21.3,27.6,68.3,148.8,3.95
Clay,6.58,14.2,36.0,64.4,96.1,2.66
Clay,5.6,22.7,33.6,54.3,160.0,3.66
Loamy,6.99,10.9,34.5,55.0,110.0,3.0
Loamy,5.84,24.3,35.1,64.7,195.4,3.02
Loamy,5.56,11.5,32.3,53.2,196.1,3.47
Clay,6.4,21.8,26.9,68.1,163.9,3.14
Clay,7.23,17.8,33.3,55.3,130.3,2.88
Sandy,5.8,16.5,25.2,72.8,86.2,2.76
Clay,5.53,14.2,26.2,72.5,168.1,2.88
Loamy,5.72,22.6,25.3,57.3,189.8,2.67
Clay,6.23,13.0,26.5,52.1,190.7,4.44
Sandy,6.66,20.8,33.3,65.3,147.8,2.6
Sandy,5.89,16.7,34.7,61.2,99.7,4.59
Loamy,7.1,25.0,28.1,53.6,89.1,2.56
Loamy,7.01,19.2,26.3,63.3,87.8,2.45
Sandy,6.89,11.6,28.0,74.8,114.9,2.41
Sandy,6.47,16.3,32.1,51.7,99.8,4.44
Sandy,6.23,11.0,28.9,56.6,103.6,4.66
Loamy,6.25,14.3,35.6,63.5,177.9,2.8
Sandy,6.51,15.1,26.4,69.8,105.1,3.02
Sandy,5.65,22.8,35.9,50.5,176.9,3.72
Loamy,6.86,22.6,25.1,68.3,129.2,4.23
Clay,6.2,10.2,30.0,53.5,188.5,3.83
Clay,5.95,18.0,27.8,70.8,102.3,4.57
Sandy,6.06,13.4,31.2,67.3,83.3,4.14
Clay,5.86,14.8,26.1,61.4,92.5,4.07
Clay,7.3,10.3,34.6,70.5,215.3,2.88
Clay,5.84,21.2,26.5,68.3,155.3,2.49
Clay,7.27,24.3,31.5,69.0,165.0,3.95
Sandy,6.64,13.3,25.4,57.3,215.4,3.42
Clay,7.23,15.1,28.4,65.5,188.6,3.07
Clay,6.45,13.1,26.6,53.5,95.8,3.35
Loamy,7.36,24.0,35.8,70.5,139.0,2.89
Sandy,5.92,10.1,25.1,63.2,195.0,4.24
Loamy,6.61,18.8,28.9,70.6,173.1,2.57
Loamy,5.75,23.1,28.3,55.3,110.2,4.41
Sandy,6.39,12.8,32.2,53.3,192.8,2.9
Clay,6.64,18.8,25.6,67.2,158.2,4.58
Loamy,6.71,10.8,33.9,51.5,190.4,3.21
Sandy,6.23,22.2,30.1,56.1,167.7,3.21
Clay,5.65,14.1,30.0,72.7,144.8,3.98
Sandy,6.81,24.8,27.5,53.3,182.0,2.74
Loamy,6.48,23.8,30.4,59.4,201.2,2.86
Clay,5.77,21.0,29.0,73.6,145.2,2.33
Clay,7.37,17.5,27.7,50.5,84.2,3.17
Sandy,7.41,21.5,26.9,61.1,163.1,4.02
Clay,7.21,12.0,33.0,69.7,92.6,3.7
Loamy,7.19,14.7,26.6,72.7,125.4,3.91
Loamy,5.7,10.4,26.8,68.4,157.0,3.86
Loamy,7.49,19.7,31.3,72.2,128.3,3.5
Sandy,6.3,22.1,27.5,50.9,119.3,3.29
Clay,5.83,24.2,30.1,52.5,82.8,2.31
Clay,7.12,20.3,31.1,68.4,117.7,3.71
Clay,5.95,21.0,28.0,68.8,133.9,4.34
Loamy,6.55,23.4,28.8,65.1,120.6,4.13
Clay,5.76,24.0,27.3,68.3,168.0,4.52
Loamy,6.45,17.4,30.1,71.5,173.2,2.59
Clay,6.62,11.6,35.9,63.6,189.2,2.42
Loamy,6.39,17.0,29.0,73.7,106.0,4.17
Clay,5.64,18.3,32.2,67.4,166.6,4.31
Sandy,6.47,19.5,32.0,61.8,140.2,3.7
Sandy,6.44,24.8,33.7,60.5,125.2,4.11
Loamy,6.02,23.8,32.8,68.8,147.6,3.0
Loamy,7.34,15.9,25.1,65.8,147.4,3.88
Clay,6.34,11.7,28.4,70.4,169.5,4.11
Clay,7.23,13.2,34.6,69.5,158.3,4.04
Sandy,5.72,12.6,30.9,63.1,168.4,3.68
Clay,6.14,15.3,26.1,73.6,217.3,2.77
Loamy,5.85,23.1,28.0,67.6,193.5,2.97
Loamy,6.32,16.6,28.1,55.0,120.9,3.51
Loamy,5.72,18.5,34.6,65.5,154.7,4.28
Loamy,6.38,12.7,31.1,55.0,112.1,3.02
Loamy,6.21,17.4,31.7,64.0,152.6,3.78
Sandy,5.95,23.1,29.0,69.7,179.7,3.7
Sandy,6.78,21.6,25.7,70.3,89.2,3.1
Loamy,7.4,11.2,25.8,66.3,99.2,3.89
Clay,5.91,22.9,29.6,69.6,81.0,3.26
Loamy,6.92,14.1,27.0,61.8,133.0,4.29
Sandy,6.98,20.0,26.1,63.8,187.4,3.28
Loamy,6.5,12.2,27.9,72.0,142.9,4.67
Sandy,7.3,20.1,33.2,62.3,159.9,4.32
Sandy,7.43,10.5,25.8,58.8,162.6,4.04
Loamy,6.22,19.0,29.9,69.9,92.5,3.35
Loamy,6.8,19.7,34.1,51.3,104.4,4.06
Clay,6.82,13.7,27.9,74.0,208.1,2.94
Sandy,6.31,24.1,28.3,58.5,144.2,2.16
Clay,6.13,10.7,34.7,65.7,138.6,3.05
Loamy,7.37,23.4,32.2,67.1,185.1,2.93
Sandy,7.08,15.7,33.8,53.4,86.3,4.06
Clay,5.73,20.7,28.2,70.6,197.7,3.18
Clay,5.74,19.8,36.0,64.3,173.9,2.57
Clay,7.35,12.5,26.5,58.2,100.3,3.19
Loamy,5.66,14.8,35.6,71.3,89.1,3.56
Loamy,6.88,17.9,34.9,65.6,80.4,3.05
Loamy,5.95,22.7,31.1,69.6,121.2,3.95
Sandy,5.57,24.3,31.4,74.8,125.5,4.72
Loamy,5.62,10.3,33.5,53.3,104.8,4.26
Sandy,6.25,15.3,28.4,68.7,120.2,2.63
Clay,5.66,20.0,30.8,68.9,158.7,3.66
Clay,6.69,17.9,34.9,71.9,95.8,2.81
Loamy,6.79,24.1,25.8,60.2,108.2,3.02
Clay,6.25,10.3,35.0,71.7,158.7,2.95
Loamy,6.99,16.6,33.0,66.0,178.6,3.42
Sandy,6.48,20.0,33.5,51.7,210.4,3.75
Clay,6.36,13.3,25.7,50.8,151.5,3.07
Loamy,6.31,20.9,27.1,62.0,95.9,3.3
Clay,6.36,11.2,35.2,69.6,162.8,3.03
Clay,7.44,16.8,26.4,59.6,219.4,3.01
Loamy,6.86,20.1,31.9,71.3,203.6,3.5
Clay,6.13,14.0,33.6,62.3,189.2,4.47
Clay,6.97,11.1,27.5,50.7,182.8,3.98
Clay,6.16,24.4,32.7,74.3,185.8,4.68
Clay,5.75,23.7,25.7,62.2,92.7,2.97
Sandy,6.45,23.9,30.5,66.3,152.8,3.12
Clay,7.0,24.7,28.7,55.0,176.5,3.94
Clay,6.26,12.8,32.1,57.4,90.2,2.97
Loamy,7.24,12.4,34.8,62.1,208.1,3.68
Sandy,6.27,10.5,26.4,71.4,97.9,4.94
Loamy,6.2,23.4,30.0,52.5,92.3,3.69
Loamy,7.5,21.3,29.7,69.5,97.3,2.5
Loamy,6.46,19.5,28.6,64.5,139.3,2.71
Sandy,7.11,23.9,30.3,62.5,156.0,3.05
Loamy,7.11,18.6,34.7,71.9,93.3,4.4
Loamy,7.35,11.9,35.7,53.0,190.0,4.6
Loamy,5.67,12.7,25.0,74.8,108.0,3.66
Clay,6.04,12.0,33.1,71.4,158.5,2.63
Loamy,7.04,14.6,31.8,58.1,148.8,4.03
Sandy,6.63,15.7,35.9,61.3,206.8,4.23
Sandy,6.62,22.0,26.0,50.6,205.1,3.8
Clay,5.83,12.9,33.9,63.2,113.4,2.18
Sandy,6.06,20.9,35.3,63.7,155.4,4.12
Sandy,6.54,17.4,35.0,73.2,218.0,4.1
Clay,6.05,25.0,31.2,59.7,126.5,3.35
Loamy,5.92,21.6,28.6,64.3,90.3,3.75
Clay,5.68,24.5,32.0,68.5,180.5,3.92
Loamy,5.81,15.1,28.4,65.2,150.4,4.21
Loamy,7.04,11.8,29.5,53.9,211.5,4.07
Sandy,6.94,17.6,29.9,54.3,160.5,4.03
Clay,5.59,11.9,28.3,53.5,151.6,3.72
Sandy,5.91,17.4,28.8,55.4,208.1,3.7
Sandy,6.62,14.0,25.1,58.2,133.3,3.61
Loamy,6.15,17.4,28.3,68.5,163.6,3.66
Sandy,7.15,24.2,30.2,51.5,198.4,3.94
Clay,7.07,14.3,26.9,70.5,163.7,2.88
Sandy,7.28,24.9,33.9,56.6,121.7,3.51
Sandy,6.63,13.4,30.9,65.3,158.2,4.41
Loamy,6.2,13.1,33.7,63.8,140.5,2.43
Clay,6.71,18.2,26.4,53.9,217.9,4.11
Sandy,5.68,22.6,34.0,57.2,87.1,3.76
Loamy,5.52,21.2,35.5,57.4,187.5,3.24
Sandy,5.53,20.9,28.9,65.6,83.4,3.8
Clay,6.32,14.2,28.1,69.7,164.5,2.46
Sandy,5.96,10.3,32.1,74.9,140.3,2.53
Sandy,5.81,12.4,32.0,52.4,207.5,4.3
Loamy,6.73,15.2,26.2,73.5,155.5,3.37
Sandy,7.49,24.6,35.2,64.0,195.8,2.6
Loamy,5.86,23.8,30.3,58.9,174.1,3.25
Clay,6.59,13.0,33.4,57.1,142.6,2.88
Sandy,5.74,20.9,29.0,55.2,127.3,3.21
Clay,7.37,18.7,27.9,63.9,96.4,2.24
Clay,6.08,10.7,26.2,73.7,81.9,2.56
Sandy,7.26,15.6,28.0,54.6,80.2,3.9
Loamy,6.07,17.3,35.9,60.9,111.6,3.13
Clay,7.11,20.0,32.2,55.1,158.5,2.52
Clay,5.92,14.4,33.8,54.4,216.6,3.64
Sandy,6.09,24.0,35.5,71.7,178.7,2.56
Sandy,5.88,16.8,25.9,56.5,89.9,4.53
Sandy,6.03,13.7,26.8,56.2,170.3,2.98
Sandy,7.17,14.7,35.2,72.7,148.0,4.87
Sandy,6.78,21.3,31.2,59.7,169.1,3.69
Sandy,6.31,19.6,32.0,50.2,167.2,3.94
Loamy,7.44,21.1,29.7,68.0,100.2,3.22
Clay,6.43,14.4,34.0,62.9,208.7,2.95
Loamy,7.44,14.9,30.7,69.4,157.6,2.47
Loamy,5.89,16.0,34.1,64.3,178.1,4.32
Sandy,7.31,12.8,35.9,58.8,134.2,3.76
Clay,5.53,20.4,32.1,51.7,97.1,2.63
Loamy,6.59,14.9,30.8,71.6,176.7,3.51
Sandy,6.35,14.9,29.0,55.2,211.9,2.67
Sandy,6.55,14.0,27.1,74.3,161.4,3.74
Clay,6.61,16.8,32.2,56.1,107.8,4.51
Loamy,6.28,21.6,25.7,70.7,167.3,2.67
Loamy,7.5,22.5,35.5,69.7,140.1,3.6
Loamy,7.45,22.1,32.1,61.6,135.9,3.44
Sandy,7.42,19.3,35.6,60.0,207.9,3.37
Clay,7.46,14.2,28.0,67.6,183.2,2.26
Clay,7.09,21.0,35.4,63.2,151.2,2.75
Loamy,7.48,10.6,31.7,65.8,138.5,3.64
Sandy,7.28,22.0,33.9,61.8,114.0,3.81
Loamy,6.33,21.7,27.0,63.9,128.1,2.41
Clay,7.07,20.1,30.5,54.7,155.7,4.4
Sandy,7.32,11.5,31.3,51.4,86.8,2.72
Loamy,6.93,25.0,29.3,58.9,130.1,2.41
Loamy,6.35,21.3,27.8,61.6,149.2,3.03
Sandy,5.63,21.0,35.0,72.7,165.2,4.0
Clay,7.12,11.0,25.9,60.3,184.0,4.21
Sandy,7.41,16.0,26.7,60.8,81.9,3.19
Loamy,6.22,11.3,28.5,66.9,121.3,3.82
Loamy,5.8,15.4,35.1,55.2,116.5,4.54
Loamy,6.15,18.6,31.2,71.8,153.0,2.22
Loamy,6.67,23.2,29.1,60.7,145.2,4.15
Clay,6.13,14.2,29.4,73.3,91.2,3.44
Clay,6.72,19.4,34.2,56.8,186.6,4.45
Loamy,7.43,12.5,25.3,61.6,176.2,3.83
Clay,6.84,15.3,25.1,69.5,195.0,3.34
Clay,6.23,24.2,25.5,63.9,95.5,3.29
Clay,7.37,21.2,30.2,66.5,150.9,2.95
Loamy,6.63,18.2,31.4,57.0,164.5,3.26
Sandy,5.76,13.8,31.9,58.2,86.9,2.7
Sandy,6.5,15.7,33.0,62.7,214.3,3.93
Sandy,6.81,12.4,27.1,55.1,191.2,2.15
Loamy,7.18,15.3,27.9,53.2,114.1,3.37
Clay,7.37,12.3,27.7,71.1,168.0,4.65
Clay,6.13,21.9,26.6,69.4,100.1,3.8
Loamy,5.81,11.2,27.7,73.3,202.2,2.78
Loamy,5.65,12.8,31.8,64.7,93.8,3.3
Sandy,6.98,20.4,29.0,60.5,206.6,3.1
Sandy,7.09,23.5,33.4,52.6,195.9,4.04
Loamy,6.32,24.5,30.9,71.3,147.0,3.5
Sandy,6.29,22.5,27.3,61.4,171.4,3.85
Clay,7.41,13.2,30.1,64.0,114.4,4.35
Loamy,7.33,14.3,31.5,57.8,133.8,3.99
Loamy,5.97,23.1,34.5,63.1,110.4,2.96
Clay,7.06,23.3,34.2,69.5,153.9,4.28
Clay,6.75,19.6,29.7,67.8,124.6,4.27
Clay,5.81,14.7,32.1,74.7,129.2,3.01
Sandy,6.21,13.4,28.3,62.4,142.0,4.05
Loamy,5.85,22.8,32.0,63.2,202.2,2.38
Sandy,6.09,13.1,35.0,51.3,156.8,3.05
Clay,6.73,19.9,31.9,59.7,192.9,3.92
Sandy,6.25,24.5,28.3,73.1,198.8,2.57
Clay,6.29,20.6,32.1,58.8,114.4,3.24
Sandy,6.58,13.9,34.9,69.2,188.9,3.41
Sandy,5.67,14.2,26.5,74.4,170.8,3.73
Clay,6.98,11.4,30.3,53.2,151.0,3.74
Sandy,6.3,20.3,28.5,58.3,92.4,3.54
Loamy,6.46,17.8,27.7,61.9,160.1,3.49
Sandy,7.45,13.1,29.4,55.9,101.8,3.4
Sandy,6.19,13.4,29.3,50.3,194.3,2.88
Loamy,6.8,10.1,27.3,61.7,210.8,3.03
Clay,6.29,24.7,29.4,63.4,146.9,3.55
Loamy,7.29,22.4,32.0,65.6,141.7,2.42
Sandy,7.19,15.9,25.3,70.7,148.4,4.14
Clay,5.98,24.2,35.9,56.3,89.4,4.23
Sandy,6.88,20.2,28.3,51.5,113.2,3.92
Sandy,5.63,21.3,31.9,52.2,211.7,4.05
Loamy,7.43,20.2,28.1,62.4,128.3,2.41
Loamy,6.2,21.4,29.3,73.1,162.8,2.5
Clay,7.16,12.6,31.0,74.6,170.9,4.49
Clay,6.14,18.4,31.7,55.1,202.8,3.85
Clay,6.77,22.7,33.5,53.8,113.3,4.07
Sandy,7.47,10.3,33.7,58.8,204.6,3.82
Loamy,7.25,11.9,30.7,61.6,134.8,3.84
Loamy,5.82,13.7,25.8,70.2,209.0,3.96
Loamy,6.59,14.4,31.1,69.4,137.6,3.16
Clay,6.2,12.7,30.3,73.1,94.6,4.24
Loamy,6.37,19.4,27.4,71.5,87.3,3.36
Loamy,6.17,14.4,25.1,61.0,215.4,3.93
Loamy,6.17,12.4,28.5,50.5,97.0,3.34
Clay,6.59,23.6,27.9,55.9,155.8,3.94
Loamy,5.88,20.4,30.3,65.3,153.8,2.93
Clay,6.57,13.7,33.4,62.5,136.2,2.51
Loamy,6.06,15.4,29.8,56.0,138.5,2.83
Loamy,6.08,21.1,35.5,53.3,146.6,4.22
Loamy,6.98,21.9,27.4,55.4,93.9,3.83
Clay,5.56,12.6,27.4,56.5,190.7,2.71
Clay,6.26,24.0,31.6,71.7,132.8,3.32
Loamy,6.32,21.8,34.9,67.8,114.2,4.1
Sandy,6.47,22.9,32.4,63.8,124.6,3.85
Clay,6.84,12.2,32.4,50.5,165.7,2.82
Clay,6.24,12.2,33.9,70.5,188.5,3.41
Loamy,5.93,14.6,32.4,63.8,101.5,3.05
Sandy,7.27,11.0,33.4,65.7,163.0,3.66
Loamy,7.46,11.4,34.5,51.6,139.1,3.19
Clay,5.54,12.1,25.1,70.4,200.7,2.89
Clay,6.59,20.7,34.7,70.8,212.9,2.74
Loamy,6.18,10.5,27.4,72.1,175.0,2.98
Loamy,6.05,11.2,35.0,63.2,162.6,3.27
Sandy,6.17,24.2,27.9,59.9,189.2,3.42
Sandy,6.78,11.3,30.0,51.8,149.4,3.64
Clay,5.88,18.1,35.3,54.8,87.8,2.14
Sandy,7.33,19.6,26.2,55.6,178.2,3.05
Sandy,6.43,24.4,33.2,51.6,161.3,2.82
Clay,6.15,23.5,29.3,53.9,101.2,3.12
Clay,7.03,16.6,25.3,72.2,109.8,3.07
Clay,5.53,24.1,35.3,63.6,112.3,3.88
Clay,6.36,16.5,26.3,69.1,182.5,4.18
Loamy,6.21,20.0,33.5,56.9,152.6,2.95
Clay,6.18,13.9,29.2,53.4,86.7,3.74
Clay,6.17,19.5,33.9,59.3,197.3,3.26
Clay,5.56,18.1,33.3,69.8,170.3,2.22
Sandy,5.8,19.1,32.0,57.4,182.6,3.82
Clay,5.78,20.2,35.3,55.1,211.2,3.12
Loamy,7.48,12.6,26.1,50.6,116.4,3.41
Loamy,5.54,14.5,33.8,65.6,162.5,3.93
Clay,5.83,21.0,32.4,60.9,186.4,3.88
Loamy,7.45,12.5,28.5,56.5,151.8,4.03
Sandy,6.76,15.2,31.0,63.0,148.0,4.01
Clay,6.4,20.0,32.1,67.5,210.0,2.8
Loamy,5.66,24.1,33.1,56.2,114.1,3.88
Loamy,6.84,11.1,27.1,65.2,171.4,2.61
Clay,5.78,17.7,26.1,56.5,215.8,3.43
Loamy,6.84,11.2,26.1,74.7,110.8,3.89
Clay,7.46,15.7,28.2,68.3,144.7,3.9
Loamy,6.56,12.6,26.7,65.1,216.6,2.99
Sandy,5.93,19.7,30.9,54.3,85.0,4.23
Loamy,6.75,21.4,29.8,64.7,168.2,3.28
Loamy,6.53,13.7,34.8,70.0,136.6,4.42
Clay,6.57,20.7,32.9,68.4,188.0,4.1
Loamy,6.46,16.7,27.3,69.5,125.3,2.39
Clay,6.85,14.3,25.5,57.9,132.2,3.29
Sandy,6.64,17.9,32.8,58.2,152.2,4.15
Clay,7.47,15.7,34.3,63.5,128.4,2.28
Clay,7.15,13.4,32.7,57.0,116.3,2.51
Loamy,6.03,21.4,32.1,52.8,129.7,2.76
Sandy,6.95,22.0,27.7,61.5,207.1,4.7
Clay,5.93,22.0,30.4,50.0,128.0,2.43
Loamy,7.06,15.7,33.0,69.0,205.9,2.86
Loamy,5.8,12.5,27.1,68.7,108.7,3.98
Clay,6.45,22.6,30.2,63.8,174.1,2.37
Loamy,7.08,14.9,26.3,68.7,184.3,4.57
Clay,6.06,21.2,30.8,65.6,95.6,3.92
Clay,7.17,22.3,31.3,67.4,156.2,4.69
Clay,6.79,21.5,30.9,51.6,81.8,2.7
Sandy,6.3,15.8,30.2,72.0,210.0,2.47
Clay,6.35,24.1,31.5,66.1,153.4,3.71
Loamy,7.35,19.9,36.0,65.3,85.1,2.01
Sandy,5.94,18.6,31.8,59.7,175.7,2.46
Loamy,6.89,20.5,33.3,50.7,204.0,4.1
Sandy,6.91,10.7,27.1,72.5,183.3,2.5
Sandy,7.34,15.9,30.8,74.6,98.7,3.72
Sandy,6.93,23.2,25.1,70.2,155.6,3.71
Sandy,6.67,12.4,25.3,72.9,182.6,2.5
Loamy,7.31,16.2,28.5,53.0,192.1,2.74
Clay,7.16,16.1,30.1,53.2,82.2,3.5
Loamy,6.93,15.3,31.3,72.0,119.7,4.39
Clay,5.57,18.4,34.8,51.4,203.9,4.44
Loamy,6.25,24.9,33.5,52.3,116.2,3.29
Sandy,6.76,13.8,28.3,70.4,146.2,4.4
Sandy,6.54,20.6,33.2,63.9,177.5,2.98
Clay,6.14,21.4,31.0,59.8,218.0,3.95
Clay,5.79,18.8,33.6,63.8,139.6,3.83
Loamy,6.61,11.5,29.5,72.0,150.5,2.41
Clay,6.07,18.6,26.0,68.9,158.2,4.03
Loamy,5.97,24.3,31.8,67.3,112.8,2.81
Clay,6.3,15.1,31.1,74.4,131.6,4.21
Clay,7.07,19.6,35.5,63.0,140.8,2.43
Clay,6.48,24.4,26.8,50.2,82.7,3.39
Sandy,5.93,22.0,32.2,60.7,81.1,4.17
Sandy,5.73,20.3,30.2,52.4,111.4,3.53
Loamy,6.5,24.6,29.2,52.9,151.7,3.21
Clay,7.09,12.6,33.7,56.4,213.8,3.69
Loamy,6.81,21.6,33.9,59.5,216.2,3.38
Clay,5.96,16.1,32.9,62.0,170.6,3.4
Sandy,6.37,15.4,25.9,54.2,195.8,3.54
Sandy,7.21,17.8,28.8,57.8,206.1,3.81
Clay,5.86,10.5,25.5,56.9,197.5,2.9
Clay,6.56,14.7,28.8,59.1,156.1,4.2
Sandy,6.21,12.5,32.1,52.7,178.6,2.9
Sandy,5.75,12.1,30.7,59.9,80.5,3.32
Loamy,5.6,15.1,32.7,63.9,170.7,3.05
Sandy,6.61,22.0,31.1,52.4,139.6,2.51
Clay,5.54,13.0,31.1,63.0,170.3,2.95
Loamy,5.71,18.0,30.6,68.9,177.2,3.94
Clay,6.2,21.2,29.0,50.2,93.7,3.4
Loamy,5.59,13.6,29.9,51.2,202.4,3.52
Clay,6.3,23.9,26.2,61.7,104.6,3.61
Sandy,5.76,23.0,34.2,71.8,81.5,4.38
Clay,6.2,13.8,34.8,74.9,140.2,4.33
Loamy,7.08,24.8,33.4,52.3,92.6,4.12
Clay,6.75,20.0,31.4,50.5,213.8,3.07
Loamy,6.39,14.3,31.3,55.7,119.7,2.8
Clay,5.68,20.2,30.2,61.7,111.3,3.88
Sandy,6.74,20.0,27.5,64.3,116.7,4.4
Sandy,5.83,19.1,29.2,74.3,119.7,3.66
Clay,5.65,20.7,35.9,72.2,88.8,4.5
Clay,6.83,14.0,26.6,64.1,155.6,3.74
Clay,7.32,24.7,31.0,59.0,82.5,2.39
Loamy,6.42,22.9,34.5,58.0,184.5,3.0
Clay,5.58,21.2,30.0,64.3,187.5,2.4
Clay,7.26,10.4,31.7,68.0,136.0,3.41
Loamy,5.63,18.9,34.1,62.0,215.9,2.9
Sandy,7.24,20.6,31.0,57.6,189.5,3.5
Clay,6.28,22.8,33.0,65.3,97.2,2.24
Clay,6.23,24.2,28.8,63.9,217.2,3.52
Sandy,6.59,23.7,33.1,60.7,198.3,3.19
Sandy,7.41,16.1,25.5,68.7,178.6,3.23
Loamy,7.3,23.4,26.7,57.1,171.5,3.14
Clay,6.44,10.0,32.0,62.1,164.7,2.06
Clay,6.89,15.3,29.9,73.5,218.6,3.54
Loamy,6.66,11.7,34.1,68.1,147.0,4.13
Sandy,6.89,23.2,28.8,59.7,103.2,3.94
Loamy,7.16,23.9,33.4,63.7,121.2,3.0
Sandy,5.57,13.8,26.5,60.1,132.5,2.82
Loamy,6.15,15.5,35.2,52.8,124.3,3.57
Sandy,7.42,24.8,29.6,58.4,84.2,2.43
Loamy,7.4,18.5,27.5,71.5,90.3,3.93
Sandy,5.52,17.5,33.7,61.5,80.7,3.05
Sandy,5.9,17.5,35.4,64.6,175.1,3.0
Sandy,7.49,20.4,35.1,54.5,173.0,4.4
Sandy,6.49,24.3,27.6,58.9,89.5,3.5
Sandy,6.65,15.5,32.4,73.2,124.1,2.92
Clay,5.83,12.6,31.0,57.9,119.6,3.13
Sandy,7.29,12.8,33.0,56.3,143.5,3.06
Clay,5.96,10.3,30.4,51.4,130.2,4.57
Sandy,5.88,18.3,30.2,52.4,194.9,4.22
Clay,5.96,23.9,34.7,64.6,203.6,3.14
Clay,7.34,20.7,34.6,66.5,108.8,3.28
Loamy,6.91,24.9,33.7,66.0,96.9,2.84
Sandy,7.04,23.6,32.8,63.5,197.5,2.89
Loamy,6.25,17.4,32.5,62.3,150.2,3.41
Loamy,7.32,17.3,25.6,51.8,125.4,3.91
Sandy,7.08,19.4,33.2,71.0,87.2,2.16
Loamy,7.0,11.7,32.0,62.8,164.9,4.38
Sandy,7.44,19.1,28.3,53.3,109.1,2.47
Loamy,6.23,17.0,34.0,53.4,85.3,4.08
Sandy,6.72,19.6,34.2,62.8,142.3,2.93
Sandy,7.32,18.5,35.3,56.1,163.6,3.95
Sandy,7.08,14.7,29.6,73.0,104.0,4.63
Clay,6.63,19.1,31.1,62.5,171.2,3.06
Loamy,5.65,15.5,35.0,74.5,106.4,2.0
Clay,6.81,12.9,28.5,68.4,82.9,3.87
Loamy,6.55,20.1,33.8,70.3,100.9,4.19
Loamy,5.87,14.6,35.9,59.7,162.2,3.38
Loamy,7.26,23.3,32.2,53.4,168.9,3.18
Clay,6.19,13.0,35.8,67.2,201.1,2.74
Loamy,6.27,19.0,30.7,60.2,88.7,3.42
Clay,6.84,18.6,26.7,73.7,213.4,2.99
Sandy,6.48,13.0,26.9,54.8,153.1,3.59
Loamy,5.68,16.6,33.0,65.7,114.4,2.63
Loamy,6.27,20.1,25.0,71.7,131.2,4.01
Sandy,5.69,14.8,32.3,60.1,87.8,3.76
Sandy,5.88,11.7,26.7,73.8,95.4,3.31
Loamy,5.51,19.2,35.8,51.9,203.5,3.37
Sandy,5.86,13.4,26.8,64.7,94.8,3.23
Clay,6.16,20.2,31.1,69.4,87.8,3.1
Clay,6.58,22.6,32.4,55.0,163.8,2.35
Loamy,7.34,11.9,34.0,51.4,133.6,4.81
Clay,6.58,16.6,30.1,52.0,136.8,4.03
Clay,6.91,16.7,35.3,58.0,96.8,2.92
Loamy,6.22,19.5,30.3,55.6,86.2,2.6
Sandy,7.0,15.0,27.8,55.6,201.2,3.01
Loamy,6.74,16.3,31.5,61.5,134.5,4.63
Clay,6.42,10.2,32.2,52.1,95.4,3.31
Loamy,5.89,11.8,30.6,74.9,108.0,4.01
Loamy,6.11,18.5,33.1,67.4,94.4,2.08
Clay,6.74,13.2,29.6,50.8,146.9,4.38
Clay,6.35,12.2,25.0,67.3,192.5,3.58
Loamy,7.28,14.9,27.9,69.8,135.1,3.31
Clay,5.97,12.5,35.4,54.8,166.8,2.4
Clay,5.65,10.9,33.4,71.0,174.6,4.07
Clay,6.68,14.3,27.1,65.3,179.7,3.1
Clay,7.27,12.5,25.7,70.5,164.8,3.65
Clay,6.23,22.0,28.9,67.9,157.6,4.38
Clay,6.8,10.9,34.2,67.6,147.0,3.94
Sandy,5.96,21.2,26.2,54.0,146.3,3.9
Loamy,6.62,15.7,31.0,57.9,126.6,4.45
Clay,7.07,20.1,28.0,63.1,150.6,2.59
Loamy,7.23,10.8,33.0,52.8,147.1,3.47
Sandy,5.71,23.8,25.0,62.0,124.7,4.14
Clay,6.21,21.5,28.0,61.1,122.2,4.5
Loamy,6.78,12.1,32.5,55.8,142.4,4.71
Clay,5.57,13.3,31.0,55.0,192.4,3.62
Clay,6.88,19.7,33.6,56.2,114.7,3.76
Clay,6.56,23.8,26.7,65.1,198.4,2.81
Clay,6.08,16.7,30.8,60.4,181.4,3.35
Clay,7.13,17.3,27.2,60.3,116.7,1.97
Clay,6.08,13.6,32.0,54.5,81.9,4.0
Clay,7.48,15.7,26.4,69.7,90.8,4.22
Sandy,7.13,14.3,26.6,67.5,203.6,2.4
Sandy,6.92,15.3,28.6,60.7,193.0,3.52
Clay,5.62,10.3,29.4,53.6,133.1,3.82
Clay,7.31,10.6,30.5,67.9,88.6,3.35
Sandy,7.08,20.2,31.4,72.5,193.6,2.95
Sandy,5.96,20.2,30.2,54.5,115.7,2.29
Sandy,6.28,15.0,25.5,65.1,213.4,4.29
Clay,6.04,23.3,28.8,60.6,153.2,2.48
Loamy,7.47,14.0,25.7,52.2,180.1,2.8
Loamy,7.21,15.9,26.3,68.1,144.7,4.1
Loamy,7.36,21.0,26.0,51.8,83.9,3.0
Loamy,7.08,21.2,26.7,67.6,88.8,4.06
Clay,6.41,22.9,33.9,57.0,216.6,4.08
Loamy,5.91,10.4,31.9,64.1,137.7,4.17
Sandy,5.92,12.8,30.6,54.0,105.6,2.31
Sandy,5.8,19.6,33.1,59.3,180.8,2.23
Loamy,6.59,15.1,35.6,52.6,203.5,2.73
